,Province,TotalCases,WeeklyCases,TotalDeaths,WeeklyDeaths,TotalHospitalized,WeeklyHospitalized,TotalICU,WeeklyICU,Year,Month,Day
710,NL,660,248,4,0,0,0,0,0,2021,02,12
724,NL,863,203,4,0,2,2,0,0,2021,02,19
738,NL,977,114,5,1,11,9,0,0,2021,02,26
841,NL,1003,26,6,1,6,-5,0,0,2021,03,05
947,NL,1012,9,6,0,3,-3,0,0,2021,03,12
1058,NL,1014,2,6,0,1,-2,0,0,2021,03,19
1132,NL,1015,1,6,0,0,-1,0,0,2021,03,26
844,NL,1020,5,6,0,0,0,0,0,2021,04,02
950,NL,1025,5,6,0,0,0,0,0,2021,04,09
1050,NL,1039,14,6,0,1,1,0,0,2021,04,16
1063,NL,1053,14,6,0,0,-1,0,0,2021,04,23
1137,NL,1076,23,6,0,2,2,0,0,2021,04,30
1170,NL,1127,51,6,0,0,-2,0,0,2021,05,07
1189,NL,1179,52,6,0,0,0,0,0,2021,05,14
896,NL,1226,47,6,0,4,4,0,0,2021,05,21
998,NL,1293,67,6,0,5,1,0,0,2021,05,28
1079,NL,1342,49,6,0,1,-4,0,0,2021,06,04
1142,NL,1368,26,7,1,0,-1,0,0,2021,06,11
836,NL,1383,15,7,0,2,2,0,0,2021,06,18
865,NL,1384,1,7,0,1,-1,0,0,2021,06,25
879,NL,1387,3,7,0,0,-1,0,0,2021,07,02
812,NL,1402,15,7,0,0,0,0,0,2021,07,09
933,NL,1433,31,7,0,1,1,0,0,2021,07,16
1011,NL,1437,4,7,0,2,1,0,0,2021,07,23
1095,NL,1437,0,7,0,2,0,0,0,2021,07,30
914,NL,1443,6,7,0,2,0,0,0,2021,08,06
965,NL,1447,4,7,0,1,-1,0,0,2021,08,13
979,NL,1458,11,7,0,0,-1,0,0,2021,08,20
995,NL,1469,11,7,0,0,0,0,0,2021,08,27
1065,NL,1491,22,7,0,0,0,0,0,2021,09,03
1139,NL,1532,41,7,0,1,1,0,0,2021,09,10
1194,NL,1555,23,7,0,0,-1,0,0,2021,09,17
1264,NL,1654,99,7,0,2,2,0,0,2021,09,24
1288,NL,1788,134,10,3,7,5,0,0,2021,10,01
1302,NL,1848,60,11,1,14,7,0,0,2021,10,08
1277,NL,1881,33,13,2,9,-5,0,0,2021,10,15
1356,NL,1928,47,15,2,4,-5,0,0,2021,10,22
1388,NL,1992,64,16,1,1,-3,0,0,2021,10,29
1402,NL,2003,11,16,0,1,0,0,0,2021,11,05
1260,NL,2025,22,16,0,1,0,0,0,2021,11,12
1342,NL,2035,10,17,1,0,-1,0,0,2021,11,19
1413,NL,2048,13,18,1,1,1,0,0,2021,11,26
1469,NL,2064,16,18,0,0,-1,0,0,2021,12,03
1533,NL,2078,14,18,0,0,0,0,0,2021,12,10
1547,NL,2152,74,18,0,0,0,0,0,2021,12,17
1561,NL,2512,360,18,0,1,1,0,0,2021,12,24
1325,NL,4155,1643,19,1,1,0,0,0,2021,12,31
1367,NL,7537,3382,21,2,4,3,0,0,2022,01,07
1446,NL,12092,4555,24,3,8,4,0,0,2022,01,14
1522,NL,14522,2430,30,6,18,10,0,0,2022,01,21
1210,NL,16758,2236,38,8,20,2,0,0,2022,01,28
1224,NL,18242,1484,45,7,20,0,0,0,2022,02,04
1239,NL,19710,1468,52,7,22,2,0,0,2022,02,11
1412,NL,21307,1597,61,9,13,-9,0,0,2022,02,18
1467,NL,23147,1840,64,3,20,7,0,0,2022,02,25
1498,NL,25728,2581,66,2,16,-4,0,0,2022,03,04
1512,NL,29365,4584,76,10,22,7,0,0,2022,03,11
1440,NL,33385,4020,85,9,27,5,3,3,2022,03,18
1572,NL,36254,2869,101,16,33,6,6,3,2022,03,25
1586,NL,39019,2765,116,15,38,5,11,5,2022,04,01
1600,NL,41401,2382,124,8,41,3,5,-6,2022,04,08
1614,NL,42427,1026,137,13,32,-9,6,1,2022,04,15
1628,NL,43789,1362,157,20,25,-7,7,1,2022,04,22
1642,NL,44536,747,164,7,16,-9,4,-3,2022,04,29
1656,NL,45129,593,168,4,17,1,5,1,2022,05,06
1670,NL,45533,404,176,8,8,-9,1,-4,2022,05,13
1684,NL,45797,264,177,1,14,6,2,1,2022,05,20
1698,NL,46031,234,182,5,13,-1,2,0,2022,05,27
1712,NL,46300,269,184,2,5,-8,2,0,2022,06,03
1726,NL,46415,115,187,3,5,0,2,0,2022,06,10
1740,NL,47138,723,190,3,14,9,4,2,2022,06,17
1754,NL,47556,418,192,2,11,-3,3,-1,2022,06,24
1768,NL,47963,407,194,2,13,2,2,-1,2022,07,01
1782,NL,48360,397,194,0,8,-5,1,-1,2022,07,08
1796,NL,49148,788,198,4,3,-5,0,-1,2022,07,15
1810,NL,49591,443,202,4,14,11,3,3,2022,07,22
1824,NL,49998,407,205,3,14,0,3,0,2022,07,29
1838,NL,50293,295,209,4,16,2,2,-1,2022,08,05
1852,NL,50653,360,217,8,14,-2,2,0,2022,08,12
1866,NL,50745,92,221,4,18,4,1,-1,2022,08,19
1880,NL,51074,329,225,4,14,-4,1,0,2022,08,26
1894,NL,51339,265,229,4,11,-3,2,1,2022,09,02
1908,NL,51493,154,234,5,3,-8,0,-2,2022,09,09
1922,NL,51609,116,236,2,4,1,0,0,2022,09,16
1936,NL,51753,144,237,1,2,-2,0,0,2022,09,23
1950,NL,51946,193,237,0,2,0,0,0,2022,09,30
1964,NL,52139,193,245,8,8,6,1,1,2022,10,07
1978,NL,52310,171,248,3,10,2,1,0,2022,10,14
1992,NL,52534,224,253,5,9,-1,1,0,2022,10,21
2006,NL,52781,247,256,3,9,0,0,-1,2022,10,28
2020,NL,52986,205,258,2,9,0,2,2,2022,11,04
2034,NL,53167,181,267,9,18,9,4,2,2022,11,11
2048,NL,53336,169,270,3,13,-5,3,-1,2022,11,18
2062,NL,53485,149,273,3,17,4,5,2,2022,11,25
2076,NL,53683,198,278,5,19,2,6,1,2022,12,02
2090,NL,53856,173,279,1,15,-4,5,-1,2022,12,09
2104,NL,53998,142,285,6,11,-4,4,-1,2022,12,16
2118,NL,54095,97,291,6,19,8,2,-2,2022,12,23
2132,NL,54095,0,291,0,19,0,2,0,2022,12,30
2146,NL,54240,145,295,4,35,16,5,3,2023,01,06
2160,NL,54240,0,295,0,35,0,5,0,2023,01,13
2174,NL,54459,219,299,4,25,-10,3,-2,2023,01,20
2188,NL,54459,0,299,0,25,0,3,0,2023,01,27
2202,NL,54600,141,307,8,14,-11,2,-1,2023,02,03
2217,NL,54600,0,307,0,14,0,2,0,2023,02,10
2231,NL,54710,110,314,7,21,7,1,-1,2023,02,17
2245,NL,54710,0,314,0,21,0,1,0,2023,02,24
2259,NL,54884,174,321,7,14,-7,3,2,2023,03,03
2273,NL,54884,0,321,0,14,0,3,0,2023,03,10
55,NS,0,0,0,0,0,0,0,0,2020,01,31
69,NS,0,0,0,0,0,0,0,0,2020,02,07
83,NS,0,0,0,0,0,0,0,0,2020,02,14
97,NS,0,0,0,0,0,0,0,0,2020,02,21
162,NS,0,0,0,0,0,0,0,0,2020,02,28
189,NS,0,0,0,0,0,0,0,0,2020,03,06
241,NS,0,0,0,0,0,0,0,0,2020,03,13
278,NS,15,15,0,0,0,0,0,0,2020,03,20
306,NS,90,75,0,0,0,0,0,0,2020,03,27
327,NS,207,117,0,0,0,0,0,0,2020,04,03
341,NS,407,200,2,2,8,8,4,4,2020,04,10
180,NS,606,199,4,2,11,3,5,1,2020,04,17
208,NS,850,244,16,12,11,0,3,-2,2020,04,24
225,NS,959,109,29,13,10,-1,3,0,2020,05,01
101,NS,1008,49,46,17,5,-5,2,-1,2020,05,08
115,NS,1034,26,55,9,9,4,5,3,2020,05,15
129,NS,1048,14,58,3,8,-1,4,-1,2020,05,22
143,NS,1055,7,59,1,8,0,3,-1,2020,05,29
252,NS,1058,3,61,2,3,-5,2,-1,2020,06,05
271,NS,1061,3,62,1,2,-1,1,-1,2020,06,12
299,NS,1061,0,62,0,2,0,1,0,2020,06,19
353,NS,1061,0,63,1,2,0,0,-1,2020,06,26
13,NS,1064,3,63,0,2,0,0,0,2020,07,03
27,NS,1066,2,63,0,1,-1,0,0,2020,07,10
41,NS,1067,1,63,0,0,-1,0,0,2020,07,17
355,NS,1067,0,63,0,0,0,0,0,2020,07,24
369,NS,1069,2,64,1,0,0,0,0,2020,07,31
383,NS,1071,2,64,0,0,0,0,0,2020,08,07
397,NS,1072,1,64,0,0,0,0,0,2020,08,14
429,NS,1077,5,64,0,1,1,0,0,2020,08,21
443,NS,1083,6,65,1,0,-1,0,0,2020,08,28
457,NS,1085,2,65,0,0,0,0,0,2020,09,04
476,NS,1086,1,65,0,0,0,0,0,2020,09,11
532,NS,1086,0,65,0,0,0,0,0,2020,09,18
625,NS,1087,1,65,0,0,0,1,1,2020,09,25
663,NS,1089,2,65,0,1,1,1,0,2020,10,02
502,NS,1089,0,65,0,1,0,1,0,2020,10,09
540,NS,1093,4,65,0,0,-1,0,-1,2020,10,16
554,NS,1097,4,65,0,0,0,0,0,2020,10,23
751,NS,1104,7,65,0,0,0,0,0,2020,10,30
765,NS,1121,17,65,0,0,0,0,0,2020,11,06
779,NS,1136,15,65,0,0,0,0,0,2020,11,13
793,NS,1160,24,65,0,0,0,0,0,2020,11,20
411,NS,1257,97,65,0,0,0,0,0,2020,11,27
495,NS,1358,101,65,0,0,0,0,0,2020,12,04
572,NS,1402,44,65,0,0,0,0,0,2020,12,11
605,NS,1443,41,65,0,0,0,0,0,2020,12,18
517,NS,1465,22,65,0,0,0,0,0,2020,12,25
615,NS,1486,21,65,0,1,1,0,0,2021,01,01
645,NS,1526,40,65,0,0,-1,0,0,2021,01,08
600,NS,1550,24,65,0,0,0,0,0,2021,01,15
669,NS,1570,20,65,0,0,0,0,0,2021,01,22
683,NS,1577,7,65,0,1,1,0,0,2021,01,29
697,NS,1584,7,65,0,2,1,1,1,2021,02,05
711,NS,1590,6,65,0,1,-1,1,0,2021,02,12
725,NS,1604,14,65,0,1,0,1,0,2021,02,19
739,NS,1634,30,65,0,1,0,1,0,2021,02,26
847,NS,1651,17,65,0,3,2,1,0,2021,03,05
952,NS,1666,15,65,0,1,-2,0,-1,2021,03,12
1064,NS,1680,14,66,1,0,-1,0,0,2021,03,19
1136,NS,1704,24,66,0,0,0,0,0,2021,03,26
850,NS,1728,24,66,0,1,1,0,0,2021,04,02
955,NS,1756,28,66,0,1,0,0,0,2021,04,09
1055,NS,1792,36,67,1,3,2,0,0,2021,04,16
1078,NS,1938,146,67,0,4,1,0,0,2021,04,23
1141,NS,2427,489,67,0,22,18,5,5,2021,04,30
1171,NS,3591,1164,70,3,50,28,9,4,2021,05,07
1187,NS,4524,933,72,2,89,39,21,12,2021,05,14
901,NS,5149,625,76,4,84,-5,21,0,2021,05,21
1002,NS,5497,348,80,4,53,-31,18,-3,2021,05,28
1084,NS,5633,136,88,8,21,-32,8,-10,2021,06,04
1146,NS,5729,96,89,1,10,-11,6,-2,2021,06,11
842,NS,5784,55,90,1,6,-4,3,-3,2021,06,18
866,NS,5814,30,92,2,2,-4,0,-3,2021,06,25
880,NS,5842,28,92,0,3,1,0,0,2021,07,02
815,NS,5865,23,92,0,2,-1,1,1,2021,07,09
928,NS,5870,5,92,0,2,0,1,0,2021,07,16
1016,NS,5882,12,93,1,0,-2,0,-1,2021,07,23
1100,NS,5887,5,93,0,1,1,1,1,2021,07,30
919,NS,5900,13,93,0,1,0,1,0,2021,08,06
966,NS,5920,20,93,0,1,0,1,0,2021,08,13
980,NS,5956,36,93,0,1,0,1,0,2021,08,20
999,NS,5999,43,94,1,0,-1,0,-1,2021,08,27
1081,NS,6047,48,94,0,0,0,0,0,2021,09,03
1143,NS,6117,70,94,0,1,1,0,0,2021,09,10
1195,NS,6312,195,94,0,6,5,0,0,2021,09,17
1267,NS,6486,174,95,1,14,8,1,1,2021,09,24
1289,NS,6715,229,97,2,11,-3,4,3,2021,10,01
1303,NS,6918,203,98,1,15,4,4,0,2021,10,08
1317,NS,7077,159,98,0,14,-1,1,-3,2021,10,15
1359,NS,7208,131,98,0,15,1,4,3,2021,10,22
1389,NS,7354,146,100,2,10,-5,1,-3,2021,10,29
1403,NS,7550,196,101,1,9,-1,1,0,2021,11,05
1263,NS,7815,265,102,1,10,1,1,0,2021,11,12
1345,NS,8012,197,105,3,15,5,7,6,2021,11,19
1417,NS,8169,157,108,3,14,-1,5,-2,2021,11,26
1473,NS,8381,212,110,2,13,-1,5,0,2021,12,03
1534,NS,8591,210,110,0,8,-5,3,-2,2021,12,10
1548,NS,9202,611,110,0,7,-1,2,-1,2021,12,17
1562,NS,13130,3928,111,1,15,8,4,2,2021,12,24
1328,NS,17745,4615,111,0,34,19,4,0,2021,12,31
1370,NS,23943,6198,112,1,48,14,7,3,2022,01,07
1450,NS,29627,5684,117,5,57,9,10,3,2022,01,14
1524,NS,33684,4057,128,11,94,37,13,3,2022,01,21
1211,NS,35870,2186,142,14,88,-6,15,2,2022,01,28
1225,NS,37790,1920,158,16,99,11,15,0,2022,02,04
1240,NS,40172,2382,167,9,82,-17,11,-4,2022,02,11
1415,NS,41893,1721,188,21,66,-16,11,0,2022,02,18
1471,NS,42975,1082,193,5,44,-22,11,0,2022,02,25
1499,NS,44512,1537,212,19,45,1,13,2,2022,03,04
1513,NS,44512,294,212,4,45,-1,0,1,2022,03,11
1444,NS,48782,4270,232,20,38,-7,12,0,2022,03,18
1573,NS,52235,3453,245,13,42,4,13,1,2022,03,25
1587,NS,56423,4188,255,10,51,9,11,-2,2022,04,01
1601,NS,56423,0,263,8,57,6,9,-2,2022,04,08
1615,NS,63335,6912,277,14,59,2,10,1,2022,04,15
1629,NS,70843,7508,290,13,84,25,11,1,2022,04,22
1643,NS,76279,5436,314,24,91,7,6,-5,2022,04,29
1657,NS,79694,3415,336,22,77,-14,17,11,2022,05,06
1671,NS,82812,3118,354,18,65,-12,9,-8,2022,05,13
1685,NS,85325,2513,378,24,59,-6,8,-1,2022,05,20
1699,NS,86909,1584,391,13,40,-19,8,0,2022,05,27
1713,NS,88472,1563,400,9,41,1,4,-4,2022,06,03
1727,NS,89946,1474,421,21,49,8,5,1,2022,06,10
1741,NS,91896,1950,431,10,28,-21,5,0,2022,06,17
1755,NS,93316,1420,438,7,37,9,5,0,2022,06,24
1769,NS,94807,1491,442,4,28,-9,4,-1,2022,07,01
1783,NS,96556,1749,451,9,21,-7,4,0,2022,07,08
1797,NS,98118,1562,456,5,21,0,4,0,2022,07,15
1811,NS,99995,1877,463,7,44,23,8,4,2022,07,22
1825,NS,101905,1910,468,5,60,16,6,-2,2022,07,29
1839,NS,103588,1683,468,0,54,-6,8,2,2022,08,05
1853,NS,105329,1741,473,5,50,-4,7,-1,2022,08,12
1867,NS,106774,1445,484,11,40,-10,4,-3,2022,08,19
1881,NS,108134,1360,492,8,34,-6,8,4,2022,08,26
1895,NS,109444,1310,497,5,38,4,8,0,2022,09,02
1909,NS,110430,986,507,10,33,-5,10,2,2022,09,09
1923,NS,111563,1133,522,15,48,15,9,-1,2022,09,16
1937,NS,112456,893,534,12,42,-6,4,-5,2022,09,23
1951,NS,113447,991,544,10,56,14,10,6,2022,09,30
1965,NS,114625,1178,544,0,51,-5,4,-6,2022,10,07
1979,NS,115567,942,555,11,49,-2,6,2,2022,10,14
1993,NS,116739,1172,572,17,53,4,9,3,2022,10,21
2007,NS,117658,919,588,16,54,1,7,-2,2022,10,28
2021,NS,118450,792,602,14,43,-11,4,-3,2022,11,04
2035,NS,119121,671,617,15,40,-3,7,3,2022,11,11
2049,NS,119673,552,632,15,43,3,4,-3,2022,11,18
2063,NS,120188,515,642,10,31,-12,4,0,2022,11,25
2077,NS,120732,544,657,15,46,15,6,2,2022,12,02
2091,NS,121241,509,670,13,28,-18,5,-1,2022,12,09
2105,NS,121756,515,673,3,34,6,7,2,2022,12,16
2119,NS,122340,584,675,2,28,-6,6,-1,2022,12,23
2133,NS,122340,0,675,0,28,0,6,0,2022,12,30
2147,NS,123893,1553,694,19,73,45,13,7,2023,01,06
2161,NS,124931,1038,701,7,36,-37,7,-6,2023,01,13
2175,NS,125530,599,706,5,44,8,11,4,2023,01,20
2189,NS,126217,687,718,12,40,-4,7,-4,2023,01,27
2203,NS,126897,680,726,8,41,1,7,0,2023,01,27
2212,NS,126897,687,718,12,40,-4,7,-4,2023,02,03
2218,NS,127546,649,753,35,32,-8,5,-2,2023,02,10
2232,NS,127903,357,778,25,33,1,4,-1,2023,02,17
2246,NS,128294,391,788,10,39,6,7,3,2023,02,24
2260,NS,128558,264,796,8,31,-8,5,-2,2023,03,03
2274,NS,128796,238,800,4,25,-6,4,-1,2023,03,10
56,NT,0,0,0,0,0,0,0,0,2020,01,31
70,NT,0,0,0,0,0,0,0,0,2020,02,07
84,NT,0,0,0,0,0,0,0,0,2020,02,14
98,NT,0,0,0,0,0,0,0,0,2020,02,21
163,NT,0,0,0,0,0,0,0,0,2020,02,28
191,NT,0,0,0,0,0,0,0,0,2020,03,06
243,NT,0,0,0,0,0,0,0,0,2020,03,13
280,NT,0,0,0,0,0,0,0,0,2020,03,20
308,NT,1,1,0,0,0,0,0,0,2020,03,27
328,NT,4,3,0,0,0,0,0,0,2020,04,03
342,NT,5,1,0,0,0,0,0,0,2020,04,10
182,NT,5,0,0,0,0,0,0,0,2020,04,17
210,NT,5,0,0,0,0,0,0,0,2020,04,24
226,NT,5,0,0,0,0,0,0,0,2020,05,01
102,NT,5,0,0,0,0,0,0,0,2020,05,08
116,NT,5,0,0,0,0,0,0,0,2020,05,15
130,NT,5,0,0,0,0,0,0,0,2020,05,22
144,NT,5,0,0,0,0,0,0,0,2020,05,29
254,NT,5,0,0,0,0,0,0,0,2020,06,05
273,NT,5,0,0,0,0,0,0,0,2020,06,12
301,NT,5,0,0,0,0,0,0,0,2020,06,19
0,NT,5,0,0,0,0,0,0,0,2020,06,26
14,NT,5,0,0,0,0,0,0,0,2020,07,03
28,NT,5,0,0,0,0,0,0,0,2020,07,10
42,NT,5,0,0,0,0,0,0,0,2020,07,17
356,NT,5,0,0,0,0,0,0,0,2020,07,24
370,NT,5,0,0,0,0,0,0,0,2020,07,31
384,NT,5,0,0,0,0,0,0,0,2020,08,07
398,NT,5,0,0,0,0,0,0,0,2020,08,14
430,NT,5,0,0,0,0,0,0,0,2020,08,21
444,NT,5,0,0,0,0,0,0,0,2020,08,28
458,NT,5,0,0,0,0,0,0,0,2020,09,04
480,NT,5,0,0,0,0,0,0,0,2020,09,11
580,NT,5,0,0,0,0,0,0,0,2020,09,18
628,NT,5,0,0,0,0,0,0,0,2020,09,25
664,NT,5,0,0,0,0,0,0,0,2020,10,02
506,NT,5,0,0,0,0,0,0,0,2020,10,09
541,NT,5,0,0,0,0,0,0,0,2020,10,16
555,NT,9,4,0,0,0,0,0,0,2020,10,23
752,NT,10,1,0,0,0,0,0,0,2020,10,30
766,NT,10,0,0,0,0,0,0,0,2020,11,06
780,NT,15,5,0,0,0,0,0,0,2020,11,13
794,NT,15,0,0,0,0,0,0,0,2020,11,20
413,NT,15,0,0,0,0,0,0,0,2020,11,27
499,NT,15,0,0,0,0,0,0,0,2020,12,04
573,NT,20,5,0,0,0,0,0,0,2020,12,11
426,NT,24,4,0,0,0,0,0,0,2020,12,18
521,NT,24,0,0,0,0,0,0,0,2020,12,25
618,NT,24,0,0,0,0,0,0,0,2021,01,01
646,NT,24,0,0,0,0,0,0,0,2021,01,08
604,NT,25,1,0,0,0,0,0,0,2021,01,15
670,NT,31,6,0,0,0,0,0,0,2021,01,22
684,NT,35,4,0,0,0,0,0,0,2021,01,29
698,NT,36,1,0,0,0,0,0,0,2021,02,05
712,NT,43,7,0,0,0,0,0,0,2021,02,12
726,NT,47,4,0,0,0,0,0,0,2021,02,19
740,NT,47,0,0,0,0,0,0,0,2021,02,26
853,NT,47,0,0,0,0,0,0,0,2021,03,05
957,NT,47,0,0,0,0,0,0,0,2021,03,12
1077,NT,47,0,0,0,0,0,0,0,2021,03,19
1140,NT,47,0,0,0,0,0,0,0,2021,03,26
890,NT,47,0,0,0,0,0,0,0,2021,04,02
992,NT,49,2,0,0,0,0,0,0,2021,04,09
1060,NT,49,0,0,0,0,0,0,0,2021,04,16
1083,NT,54,5,0,0,0,0,0,0,2021,04,23
1145,NT,57,3,0,0,0,0,0,0,2021,04,30
1172,NT,105,48,0,0,0,0,0,0,2021,05,07
1191,NT,121,16,0,0,0,0,0,0,2021,05,14
906,NT,127,6,0,0,0,0,0,0,2021,05,21
1007,NT,127,0,0,0,0,0,0,0,2021,05,28
1089,NT,128,1,0,0,0,0,0,0,2021,06,04
800,NT,128,0,0,0,0,0,0,0,2021,06,11
848,NT,128,0,0,0,0,0,0,0,2021,06,18
867,NT,128,0,0,0,0,0,0,0,2021,06,25
881,NT,128,0,0,0,0,0,0,0,2021,07,02
818,NT,128,0,0,0,0,0,0,0,2021,07,09
923,NT,128,0,0,0,0,0,0,0,2021,07,16
1021,NT,128,0,0,0,0,0,0,0,2021,07,23
1105,NT,128,0,0,0,0,0,0,0,2021,07,30
924,NT,130,2,0,0,0,0,0,0,2021,08,06
967,NT,131,1,0,0,0,0,0,0,2021,08,13
981,NT,328,197,0,0,0,0,0,0,2021,08,20
1004,NT,395,67,1,1,0,0,0,0,2021,08,27
1086,NT,486,91,1,0,0,0,0,0,2021,09,03
1147,NT,591,105,1,0,0,0,0,0,2021,09,10
1196,NT,749,158,1,0,0,0,0,0,2021,09,17
1270,NT,918,169,2,1,0,0,0,0,2021,09,24
1290,NT,1059,141,6,4,0,0,0,0,2021,10,01
1304,NT,1411,352,6,0,0,0,0,0,2021,10,08
1320,NT,1638,227,9,3,0,0,0,0,2021,10,15
1362,NT,1786,148,9,0,0,0,0,0,2021,10,22
1390,NT,1863,77,11,2,0,0,0,0,2021,10,29
1404,NT,1886,23,11,0,0,0,0,0,2021,11,05
1266,NT,2001,115,12,1,0,0,0,0,2021,11,12
1348,NT,2036,35,12,0,0,0,0,0,2021,11,19
1421,NT,2059,23,12,0,0,0,0,0,2021,11,26
1481,NT,2069,10,12,0,0,0,0,0,2021,12,03
1535,NT,2070,1,12,0,0,0,0,0,2021,12,10
1549,NT,2082,12,12,0,0,0,0,0,2021,12,17
1563,NT,2090,8,12,0,0,0,0,0,2021,12,24
1331,NT,2229,139,12,0,0,0,0,0,2021,12,31
1373,NT,2801,572,12,0,0,0,0,0,2022,01,07
1454,NT,3741,940,12,0,0,0,0,0,2022,01,14
1526,NT,4680,939,14,2,0,0,0,0,2022,01,21
1212,NT,5614,934,15,1,0,0,0,0,2022,01,28
1226,NT,6550,936,17,2,0,0,0,0,2022,02,04
1242,NT,7343,793,17,0,0,0,0,0,2022,02,11
1419,NT,8085,742,18,1,0,0,0,0,2022,02,18
1475,NT,8682,597,19,1,0,0,0,0,2022,02,25
1500,NT,9122,440,19,0,0,0,0,0,2022,03,04
1514,NT,9514,434,20,1,0,0,0,0,2022,03,11
1448,NT,9843,329,20,0,0,0,0,0,2022,03,18
1574,NT,10333,490,21,1,0,0,0,0,2022,03,25
1588,NT,10951,618,21,0,0,0,0,0,2022,04,01
1602,NT,11004,53,21,0,0,0,0,0,2022,04,08
1616,NT,11136,132,21,0,0,0,0,0,2022,04,15
1630,NT,11217,81,22,1,0,0,0,0,2022,04,22
1644,NT,11286,69,22,0,0,0,0,0,2022,04,29
1658,NT,11373,87,22,0,0,0,0,0,2022,05,06
1672,NT,11426,53,22,0,0,0,0,0,2022,05,13
1686,NT,11457,31,22,0,0,0,0,0,2022,05,20
1700,NT,11436,-21,22,0,0,0,0,0,2022,05,27
1714,NT,11478,42,22,0,0,0,0,0,2022,06,03
1728,NT,11502,24,22,0,0,0,0,0,2022,06,10
1742,NT,11511,9,22,0,0,0,0,0,2022,06,17
1756,NT,11511,0,22,0,0,0,0,0,2022,06,24
1770,NT,11511,0,22,0,0,0,0,0,2022,07,01
1784,NT,11511,0,22,0,0,0,0,0,2022,07,08
1798,NT,11511,0,22,0,0,0,0,0,2022,07,15
1812,NT,11511,0,22,0,0,0,0,0,2022,07,22
1826,NT,11511,0,22,0,0,0,0,0,2022,07,29
1840,NT,11511,0,22,0,0,0,0,0,2022,08,05
1854,NT,11511,0,22,0,0,0,0,0,2022,08,12
1868,NT,11511,0,22,0,0,0,0,0,2022,08,19
1882,NT,11511,0,22,0,0,0,0,0,2022,08,26
1896,NT,11511,0,22,0,0,0,0,0,2022,09,02
1910,NT,11511,0,22,0,0,0,0,0,2022,09,09
1924,NT,11511,0,22,0,0,0,0,0,2022,09,16
1938,NT,11511,0,22,0,0,0,0,0,2022,09,23
1952,NT,11511,0,22,0,0,0,0,0,2022,09,30
1966,NT,11511,0,22,0,0,0,0,0,2022,10,07
1980,NT,11511,0,22,0,0,0,0,0,2022,10,14
1994,NT,11511,0,22,0,0,0,0,0,2022,10,21
2008,NT,11511,0,22,0,0,0,0,0,2022,10,28
2022,NT,11511,0,22,0,0,0,0,0,2022,11,04
2036,NT,11511,0,22,0,0,0,0,0,2022,11,11
2050,NT,11511,0,22,0,0,0,0,0,2022,11,18
2064,NT,11511,0,22,0,0,0,0,0,2022,11,25
2078,NT,11511,0,22,0,0,0,0,0,2022,12,02
2092,NT,11511,0,22,0,0,0,0,0,2022,12,09
2106,NT,11511,0,22,0,0,0,0,0,2022,12,16
2120,NT,11511,0,22,0,0,0,0,0,2022,12,23
2134,NT,11511,0,22,0,0,0,0,0,2022,12,30
2148,NT,11511,0,22,0,0,0,0,0,2023,01,06
2162,NT,11511,0,22,0,0,0,0,0,2023,01,13
2176,NT,11511,0,22,0,0,0,0,0,2023,01,20
2190,NT,11511,0,22,0,0,0,0,0,2023,01,27
2204,NT,11511,0,22,0,0,0,0,0,2023,02,03
2219,NT,11511,0,22,0,0,0,0,0,2023,02,10
2233,NT,11511,0,22,0,0,0,0,0,2023,02,17
2247,NT,11511,0,22,0,0,0,0,0,2023,02,24
2261,NT,11511,0,22,0,0,0,0,0,2023,03,03
2275,NT,11511,0,22,0,0,0,0,0,2023,03,10
57,NU,0,0,0,0,0,0,0,0,2020,01,31
71,NU,0,0,0,0,0,0,0,0,2020,02,07
85,NU,0,0,0,0,0,0,0,0,2020,02,14
99,NU,0,0,0,0,0,0,0,0,2020,02,21
165,NU,0,0,0,0,0,0,0,0,2020,02,28
193,NU,0,0,0,0,0,0,0,0,2020,03,06
245,NU,0,0,0,0,0,0,0,0,2020,03,13
282,NU,0,0,0,0,0,0,0,0,2020,03,20
310,NU,0,0,0,0,0,0,0,0,2020,03,27
329,NU,0,0,0,0,0,0,0,0,2020,04,03
343,NU,0,0,0,0,0,0,0,0,2020,04,10
184,NU,0,0,0,0,0,0,0,0,2020,04,17
212,NU,0,0,0,0,0,0,0,0,2020,04,24
227,NU,1,1,0,0,0,0,0,0,2020,05,01
103,NU,0,-1,0,0,0,0,0,0,2020,05,08
117,NU,0,0,0,0,0,0,0,0,2020,05,15
131,NU,0,0,0,0,0,0,0,0,2020,05,22
145,NU,0,0,0,0,0,0,0,0,2020,05,29
256,NU,0,0,0,0,0,0,0,0,2020,06,05
275,NU,0,0,0,0,0,0,0,0,2020,06,12
303,NU,0,0,0,0,0,0,0,0,2020,06,19
1,NU,0,0,0,0,0,0,0,0,2020,06,26
15,NU,0,0,0,0,0,0,0,0,2020,07,03
29,NU,0,0,0,0,0,0,0,0,2020,07,10
43,NU,0,0,0,0,0,0,0,0,2020,07,17
357,NU,0,0,0,0,0,0,0,0,2020,07,24
371,NU,0,0,0,0,0,0,0,0,2020,07,31
385,NU,0,0,0,0,0,0,0,0,2020,08,07
399,NU,0,0,0,0,0,0,0,0,2020,08,14
431,NU,0,0,0,0,0,0,0,0,2020,08,21
445,NU,0,0,0,0,0,0,0,0,2020,08,28
